"BehaviorSpace results (NetLogo 5.1.0)"
"Simulator.nlogo"
"Complete-Network-5"
"05/22/2015 14:29:46:076 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","the-random-seed","random-seed?","[step]","sum [score] of profiles6"
"7","50","false","0","0"
"6","50","false","0","0"
"7","50","false","1","3"
"7","50","false","2","8"
"7","50","false","3","13"
"6","50","false","1","2"
"7","50","false","4","18"
"6","50","false","2","7"
"7","50","false","5","23"
"6","50","false","3","12"
"7","50","false","6","25"
"6","50","false","4","17"
"7","50","false","7","25"
"6","50","false","5","22"
"6","50","false","6","25"
"7","50","false","8","25"
"8","50","false","0","0"
"6","50","false","7","25"
"7","50","false","9","25"
"6","50","false","8","25"
"7","50","false","10","25"
"6","50","false","9","25"
"8","50","false","1","3"
"6","50","false","10","25"
"8","50","false","2","8"
"8","50","false","3","13"
"8","50","false","4","18"
"8","50","false","5","23"
"8","50","false","6","25"
"8","50","false","7","25"
"8","50","false","8","25"
"8","50","false","9","25"
"8","50","false","10","25"
"2","50","false","0","0"
"2","50","false","1","2"
"2","50","false","2","7"
"2","50","false","3","12"
"2","50","false","4","17"
"2","50","false","5","22"
"2","50","false","6","25"
"2","50","false","7","25"
"2","50","false","8","25"
"2","50","false","9","25"
"2","50","false","10","25"
"5","50","false","0","0"
"5","50","false","1","4"
"5","50","false","2","9"
"5","50","false","3","14"
"5","50","false","4","19"
"3","50","false","0","0"
"5","50","false","5","24"
"3","50","false","1","3"
"5","50","false","6","25"
"5","50","false","7","25"
"5","50","false","8","25"
"5","50","false","9","25"
"5","50","false","10","25"
"3","50","false","2","8"
"3","50","false","3","13"
"3","50","false","4","18"
"3","50","false","5","23"
"3","50","false","6","25"
"3","50","false","7","25"
"3","50","false","8","25"
"3","50","false","9","25"
"3","50","false","10","25"
"4","50","false","0","0"
"4","50","false","1","4"
"4","50","false","2","9"
"4","50","false","3","14"
"4","50","false","4","19"
"4","50","false","5","24"
"4","50","false","6","25"
"4","50","false","7","25"
"4","50","false","8","25"
"4","50","false","9","25"
"4","50","false","10","25"
"1","50","false","0","0"
"1","50","false","1","3"
"1","50","false","2","8"
"1","50","false","3","13"
"1","50","false","4","18"
"1","50","false","5","23"
"1","50","false","6","25"
"1","50","false","7","25"
"1","50","false","8","25"
"1","50","false","9","25"
"1","50","false","10","25"
"9","50","false","0","0"
"9","50","false","1","4"
"9","50","false","2","9"
"10","50","false","0","0"
"9","50","false","3","14"
"9","50","false","4","19"
"9","50","false","5","24"
"10","50","false","1","3"
"9","50","false","6","25"
"10","50","false","2","8"
"9","50","false","7","25"
"10","50","false","3","13"
"10","50","false","4","18"
"9","50","false","8","25"
"9","50","false","9","25"
"10","50","false","5","23"
"10","50","false","6","25"
"9","50","false","10","25"
"10","50","false","7","25"
"10","50","false","8","25"
"10","50","false","9","25"
"10","50","false","10","25"
"11","50","false","0","0"
"11","50","false","1","1"
"11","50","false","2","6"
"11","50","false","3","11"
"11","50","false","4","16"
"11","50","false","5","21"
"11","50","false","6","25"
"11","50","false","7","25"
"11","50","false","8","25"
"11","50","false","9","25"
"11","50","false","10","25"
"12","50","false","0","0"
"12","50","false","1","3"
"12","50","false","2","8"
"12","50","false","3","13"
"12","50","false","4","18"
"12","50","false","5","23"
"12","50","false","6","25"
"12","50","false","7","25"
"12","50","false","8","25"
"12","50","false","9","25"
