"BehaviorSpace results (NetLogo 5.1.0)"
"Simulator.nlogo"
"Evening-Network-3"
"05/22/2015 13:20:23:989 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","the-random-seed","random-seed?","[step]","sum [score] of profiles4"
"8","50","false","0","0"
"3","50","false","0","0"
"6","50","false","0","0"
"8","50","false","1","3"
"8","50","false","2","8"
"8","50","false","3","13"
"2","50","false","0","0"
"6","50","false","1","4"
"3","50","false","1","3"
"3","50","false","2","8"
"6","50","false","2","9"
"4","50","false","0","0"
"3","50","false","3","13"
"7","50","false","0","0"
"2","50","false","1","1"
"1","50","false","0","0"
"6","50","false","3","14"
"2","50","false","2","6"
"5","50","false","0","0"
"3","50","false","4","18"
"8","50","false","4","18"
"2","50","false","3","11"
"4","50","false","1","1"
"6","50","false","4","19"
"4","50","false","2","6"
"3","50","false","5","23"
"7","50","false","1","3"
"5","50","false","1","2"
"2","50","false","4","16"
"7","50","false","2","8"
"4","50","false","3","11"
"6","50","false","5","24"
"1","50","false","1","2"
"5","50","false","2","7"
"1","50","false","2","7"
"7","50","false","3","13"
"4","50","false","4","16"
"5","50","false","3","12"
"1","50","false","3","12"
"2","50","false","5","21"
"8","50","false","5","23"
"7","50","false","4","18"
"5","50","false","4","17"
"4","50","false","5","21"
"6","50","false","6","25"
"2","50","false","6","25"
"1","50","false","4","17"
"8","50","false","6","25"
"3","50","false","6","25"
"7","50","false","5","23"
"6","50","false","7","25"
"4","50","false","6","25"
"5","50","false","5","22"
"2","50","false","7","25"
"1","50","false","5","22"
"8","50","false","7","25"
"7","50","false","6","25"
"6","50","false","8","25"
"4","50","false","7","25"
"2","50","false","8","25"
"8","50","false","8","25"
"4","50","false","8","25"
"6","50","false","9","25"
"5","50","false","6","25"
"2","50","false","9","25"
"3","50","false","7","25"
"4","50","false","9","25"
"1","50","false","6","25"
"6","50","false","10","25"
"7","50","false","7","25"
"2","50","false","10","25"
"4","50","false","10","25"
"3","50","false","8","25"
"5","50","false","7","25"
"7","50","false","8","25"
"8","50","false","9","25"
"1","50","false","7","25"
"3","50","false","9","25"
"5","50","false","8","25"
"7","50","false","9","25"
"3","50","false","10","25"
"8","50","false","10","25"
"1","50","false","8","25"
"5","50","false","9","25"
"7","50","false","10","25"
"5","50","false","10","25"
"1","50","false","9","25"
"1","50","false","10","25"
"10","50","false","0","0"
"9","50","false","0","0"
"10","50","false","1","3"
"10","50","false","2","8"
"9","50","false","1","1"
"10","50","false","3","13"
"9","50","false","2","6"
"9","50","false","3","11"
"10","50","false","4","18"
"9","50","false","4","16"
"10","50","false","5","23"
"9","50","false","5","21"
"9","50","false","6","25"
"10","50","false","6","25"
"11","50","false","0","0"
"10","50","false","7","25"
"11","50","false","1","2"
"11","50","false","2","7"
"9","50","false","7","25"
"11","50","false","3","12"
"12","50","false","0","0"
"10","50","false","8","25"
"11","50","false","4","17"
"12","50","false","1","4"
"9","50","false","8","25"
"12","50","false","2","9"
"10","50","false","9","25"
"11","50","false","5","22"
"12","50","false","3","14"
"10","50","false","10","25"
"11","50","false","6","25"
"12","50","false","4","19"
"9","50","false","9","25"
"11","50","false","7","25"
"12","50","false","5","24"
"12","50","false","6","25"
"9","50","false","10","25"
"14","50","false","0","0"
"11","50","false","8","25"
"12","50","false","7","25"
"14","50","false","1","2"
"14","50","false","2","7"
"12","50","false","8","25"
"11","50","false","9","25"
"14","50","false","3","12"
"14","50","false","4","17"
"12","50","false","9","25"
"13","50","false","0","0"
"11","50","false","10","25"
"14","50","false","5","22"
"12","50","false","10","25"
"15","50","false","0","0"
"14","50","false","6","25"
"14","50","false","7","25"
"13","50","false","1","3"
"15","50","false","1","4"
"13","50","false","2","8"
"15","50","false","2","9"
"13","50","false","3","13"
"14","50","false","8","25"
"13","50","false","4","18"
"15","50","false","3","14"
"13","50","false","5","23"
"16","50","false","0","0"
"15","50","false","4","19"
"14","50","false","9","25"
"13","50","false","6","25"
"16","50","false","1","2"
"16","50","false","2","7"
"14","50","false","10","25"
"13","50","false","7","25"
"15","50","false","5","24"
"16","50","false","3","12"
"13","50","false","8","25"
"15","50","false","6","25"
"16","50","false","4","17"
"13","50","false","9","25"
"18","50","false","0","0"
"15","50","false","7","25"
"17","50","false","0","0"
"18","50","false","1","3"
"13","50","false","10","25"
"18","50","false","2","8"
"18","50","false","3","13"
"17","50","false","1","3"
"17","50","false","2","8"
"16","50","false","5","22"
"18","50","false","4","18"
"17","50","false","3","13"
"18","50","false","5","23"
"17","50","false","4","18"
"16","50","false","6","25"
"18","50","false","6","25"
"17","50","false","5","23"
"18","50","false","7","25"
"17","50","false","6","25"
"15","50","false","8","25"
"18","50","false","8","25"
"17","50","false","7","25"
"15","50","false","9","25"
"18","50","false","9","25"
"17","50","false","8","25"
"16","50","false","7","25"
"15","50","false","10","25"
"17","50","false","9","25"
"17","50","false","10","25"
"18","50","false","10","25"
"20","50","false","0","0"
"20","50","false","1","4"
"19","50","false","0","0"
"20","50","false","2","9"
"16","50","false","8","25"
"20","50","false","3","14"
"19","50","false","1","3"
"19","50","false","2","8"
"20","50","false","4","19"
"19","50","false","3","13"
"16","50","false","9","25"
"19","50","false","4","18"
"20","50","false","5","24"
"19","50","false","5","23"
"20","50","false","6","25"
"19","50","false","6","25"
"16","50","false","10","25"
"19","50","false","7","25"
"19","50","false","8","25"
"20","50","false","7","25"
"19","50","false","9","25"
"20","50","false","8","25"
"19","50","false","10","25"
"20","50","false","9","25"
"21","50","false","0","0"
"21","50","false","1","3"
"21","50","false","2","8"
"21","50","false","3","13"
"20","50","false","10","25"
"21","50","false","4","18"
"21","50","false","5","23"
"21","50","false","6","25"
"21","50","false","7","25"
"21","50","false","8","25"
"21","50","false","9","25"
"21","50","false","10","25"
"22","50","false","0","0"
"22","50","false","1","3"
"22","50","false","2","8"
"24","50","false","0","0"
"22","50","false","3","13"
"24","50","false","1","2"
"24","50","false","2","7"
"22","50","false","4","18"
"24","50","false","3","12"
"25","50","false","0","0"
"22","50","false","5","23"
"24","50","false","4","17"
"25","50","false","1","4"
"25","50","false","2","9"
"23","50","false","0","0"
"22","50","false","6","25"
"24","50","false","5","22"
"25","50","false","3","14"
"23","50","false","1","2"
"25","50","false","4","19"
"22","50","false","7","25"
"23","50","false","2","7"
"24","50","false","6","25"
"23","50","false","3","12"
"25","50","false","5","24"
"24","50","false","7","25"
"22","50","false","8","25"
"23","50","false","4","17"
"25","50","false","6","25"
"23","50","false","5","22"
"22","50","false","9","25"
"24","50","false","8","25"
"25","50","false","7","25"
"23","50","false","6","25"
"22","50","false","10","25"
"24","50","false","9","25"
"25","50","false","8","25"
"23","50","false","7","25"
"24","50","false","10","25"
"25","50","false","9","25"
"23","50","false","8","25"
"26","50","false","0","0"
"27","50","false","0","0"
"25","50","false","10","25"
"23","50","false","9","25"
"27","50","false","1","1"
"26","50","false","1","1"
"27","50","false","2","6"
"26","50","false","2","6"
"23","50","false","10","25"
"27","50","false","3","11"
"28","50","false","0","0"
"26","50","false","3","11"
"27","50","false","4","16"
"28","50","false","1","1"
"26","50","false","4","16"
"28","50","false","2","6"
"27","50","false","5","21"
"28","50","false","3","11"
"28","50","false","4","16"
"26","50","false","5","21"
"27","50","false","6","25"
"28","50","false","5","21"
"26","50","false","6","25"
"27","50","false","7","25"
"28","50","false","6","25"
"27","50","false","8","25"
"28","50","false","7","25"
"26","50","false","7","25"
"27","50","false","9","25"
"28","50","false","8","25"
"26","50","false","8","25"
"29","50","false","0","0"
"27","50","false","10","25"
"28","50","false","9","25"
"29","50","false","1","2"
"29","50","false","2","7"
"26","50","false","9","25"
"28","50","false","10","25"
"29","50","false","3","12"
"29","50","false","4","17"
"26","50","false","10","25"
"29","50","false","5","22"
"29","50","false","6","25"
"29","50","false","7","25"
"29","50","false","8","25"
"29","50","false","9","25"
"30","50","false","0","0"
"31","50","false","0","0"
"29","50","false","10","25"
"30","50","false","1","2"
"31","50","false","1","3"
"30","50","false","2","7"
"31","50","false","2","8"
"30","50","false","3","12"
"32","50","false","0","0"
"31","50","false","3","13"
"30","50","false","4","17"
"32","50","false","1","3"
"32","50","false","2","8"
"31","50","false","4","18"
"30","50","false","5","22"
"32","50","false","3","13"
"32","50","false","4","18"
"30","50","false","6","25"
"31","50","false","5","23"
"32","50","false","5","23"
"30","50","false","7","25"
"33","50","false","0","0"
"31","50","false","6","25"
"32","50","false","6","25"
"30","50","false","8","25"
"33","50","false","1","2"
"33","50","false","2","7"
"31","50","false","7","25"
"33","50","false","3","12"
"32","50","false","7","25"
"30","50","false","9","25"
"33","50","false","4","17"
"31","50","false","8","25"
"30","50","false","10","25"
"32","50","false","8","25"
"33","50","false","5","22"
"31","50","false","9","25"
"33","50","false","6","25"
"32","50","false","9","25"
"34","50","false","0","0"
"31","50","false","10","25"
"33","50","false","7","25"
"35","50","false","0","0"
"32","50","false","10","25"
"34","50","false","1","2"
"34","50","false","2","7"
"35","50","false","1","2"
"33","50","false","8","25"
"34","50","false","3","12"
"35","50","false","2","7"
"35","50","false","3","12"
"34","50","false","4","17"
"33","50","false","9","25"
"35","50","false","4","17"
"34","50","false","5","22"
"33","50","false","10","25"
"35","50","false","5","22"
"34","50","false","6","25"
"35","50","false","6","25"
"34","50","false","7","25"
"35","50","false","7","25"
"36","50","false","0","0"
"34","50","false","8","25"
"36","50","false","1","2"
"35","50","false","8","25"
"36","50","false","2","7"
"36","50","false","3","12"
"34","50","false","9","25"
"35","50","false","9","25"
"36","50","false","4","17"
"37","50","false","0","0"
"34","50","false","10","25"
"37","50","false","1","2"
"35","50","false","10","25"
"36","50","false","5","22"
"37","50","false","2","7"
"37","50","false","3","12"
"36","50","false","6","25"
"37","50","false","4","17"
"37","50","false","5","22"
"36","50","false","7","25"
"37","50","false","6","25"
"36","50","false","8","25"
"37","50","false","7","25"
"36","50","false","9","25"
"37","50","false","8","25"
"38","50","false","0","0"
"38","50","false","1","2"
"38","50","false","2","7"
"40","50","false","0","0"
"39","50","false","0","0"
"38","50","false","3","12"
"36","50","false","10","25"
"37","50","false","9","25"
"38","50","false","4","17"
"39","50","false","1","2"
"40","50","false","1","3"
"39","50","false","2","7"
"40","50","false","2","8"
"39","50","false","3","12"
"38","50","false","5","22"
"40","50","false","3","13"
"37","50","false","10","25"
"39","50","false","4","17"
"40","50","false","4","18"
"38","50","false","6","25"
"39","50","false","5","22"
"40","50","false","5","23"
"38","50","false","7","25"
"39","50","false","6","25"
"40","50","false","6","25"
"38","50","false","8","25"
"39","50","false","7","25"
"40","50","false","7","25"
"41","50","false","0","0"
"38","50","false","9","25"
"39","50","false","8","25"
"41","50","false","1","3"
"40","50","false","8","25"
"41","50","false","2","8"
"38","50","false","10","25"
"41","50","false","3","13"
"39","50","false","9","25"
"40","50","false","9","25"
"41","50","false","4","18"
"39","50","false","10","25"
"40","50","false","10","25"
"41","50","false","5","23"
"43","50","false","0","0"
"41","50","false","6","25"
"43","50","false","1","3"
"42","50","false","0","0"
"43","50","false","2","8"
"43","50","false","3","13"
"41","50","false","7","25"
"42","50","false","1","3"
"42","50","false","2","8"
"43","50","false","4","18"
"42","50","false","3","13"
"41","50","false","8","25"
"42","50","false","4","18"
"43","50","false","5","23"
"41","50","false","9","25"
"42","50","false","5","23"
"43","50","false","6","25"
"41","50","false","10","25"
"42","50","false","6","25"
"43","50","false","7","25"
"42","50","false","7","25"
"43","50","false","8","25"
"42","50","false","8","25"
"43","50","false","9","25"
"42","50","false","9","25"
"43","50","false","10","25"
"42","50","false","10","25"
"45","50","false","0","0"
"44","50","false","0","0"
"45","50","false","1","1"
"45","50","false","2","6"
"45","50","false","3","11"
"44","50","false","1","1"
"44","50","false","2","6"
"45","50","false","4","16"
"44","50","false","3","11"
"44","50","false","4","16"
