"BehaviorSpace results (NetLogo 5.1.0)"
"Simulator.nlogo"
"Starting-Network-3"
"05/22/2015 12:08:54:331 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","the-random-seed","random-seed?","[step]","sum [score] of profiles4"
"3","50","false","0","0"
"2","50","false","0","0"
"6","50","false","0","0"
"8","50","false","0","0"
"5","50","false","0","0"
"4","50","false","0","0"
"7","50","false","0","0"
"1","50","false","0","0"
"3","50","false","1","3"
"3","50","false","2","6"
"3","50","false","3","7"
"2","50","false","1","1"
"3","50","false","4","9"
"3","50","false","5","12"
"3","50","false","6","16"
"2","50","false","2","4"
"3","50","false","7","18"
"2","50","false","3","7"
"2","50","false","4","10"
"3","50","false","8","19"
"2","50","false","5","13"
"3","50","false","9","21"
"2","50","false","6","15"
"3","50","false","10","25"
"2","50","false","7","18"
"2","50","false","8","19"
"2","50","false","9","22"
"2","50","false","10","25"
"9","50","false","0","0"
"9","50","false","1","3"
"9","50","false","2","5"
"9","50","false","3","10"
"9","50","false","4","12"
"10","50","false","0","0"
"9","50","false","5","14"
"10","50","false","1","3"
"9","50","false","6","17"
"10","50","false","2","8"
"9","50","false","7","19"
"10","50","false","3","9"
"10","50","false","4","12"
"9","50","false","8","20"
"10","50","false","5","14"
"9","50","false","9","22"
"10","50","false","6","16"
"9","50","false","10","25"
"6","50","false","1","1"
"10","50","false","7","18"
"10","50","false","8","21"
"6","50","false","2","4"
"8","50","false","1","3"
"10","50","false","9","22"
"6","50","false","3","7"
"10","50","false","10","25"
"6","50","false","4","9"
"4","50","false","1","1"
"8","50","false","2","5"
"5","50","false","1","2"
"6","50","false","5","10"
"8","50","false","3","7"
"7","50","false","1","3"
"4","50","false","2","3"
"1","50","false","1","4"
"6","50","false","6","14"
"5","50","false","2","5"
"8","50","false","4","8"
"4","50","false","3","8"
"7","50","false","2","5"
"6","50","false","7","18"
"5","50","false","3","7"
"8","50","false","5","9"
"1","50","false","2","7"
"4","50","false","4","12"
"7","50","false","3","9"
"6","50","false","8","20"
"8","50","false","6","11"
"5","50","false","4","10"
"1","50","false","3","8"
"11","50","false","0","0"
"4","50","false","5","15"
"7","50","false","4","12"
"6","50","false","9","22"
"8","50","false","7","14"
"1","50","false","4","9"
"5","50","false","5","13"
"11","50","false","1","2"
"7","50","false","5","13"
"4","50","false","6","15"
"8","50","false","8","18"
"1","50","false","5","12"
"6","50","false","10","25"
"5","50","false","6","16"
"11","50","false","2","5"
"7","50","false","6","15"
"4","50","false","7","17"
"8","50","false","9","23"
"1","50","false","6","16"
"5","50","false","7","17"
"7","50","false","7","16"
"11","50","false","3","8"
"4","50","false","8","21"
"8","50","false","10","25"
"1","50","false","7","19"
"11","50","false","4","10"
"7","50","false","8","20"
"5","50","false","8","19"
"4","50","false","9","23"
"12","50","false","0","0"
"11","50","false","5","12"
"7","50","false","9","23"
"1","50","false","8","19"
"5","50","false","9","22"
"12","50","false","1","3"
"4","50","false","10","25"
"11","50","false","6","13"
"7","50","false","10","25"
"1","50","false","9","21"
"5","50","false","10","25"
"12","50","false","2","5"
"11","50","false","7","17"
"1","50","false","10","25"
"12","50","false","3","8"
"11","50","false","8","22"
"12","50","false","4","11"
"11","50","false","9","24"
"12","50","false","5","12"
"11","50","false","10","25"
"12","50","false","6","16"
"13","50","false","0","0"
"12","50","false","7","19"
"14","50","false","0","0"
"13","50","false","1","3"
"12","50","false","8","21"
"13","50","false","2","7"
"14","50","false","1","4"
"12","50","false","9","23"
"13","50","false","3","10"
"14","50","false","2","6"
"15","50","false","0","0"
"13","50","false","4","11"
"14","50","false","3","8"
"12","50","false","10","25"
"16","50","false","0","0"
"17","50","false","0","0"
"15","50","false","1","3"
"13","50","false","5","15"
"14","50","false","4","12"
"17","50","false","1","5"
"16","50","false","1","1"
"15","50","false","2","5"
"14","50","false","5","13"
"13","50","false","6","17"
"16","50","false","2","4"
"18","50","false","0","0"
"17","50","false","2","9"
"15","50","false","3","8"
"16","50","false","3","5"
"14","50","false","6","16"
"13","50","false","7","18"
"18","50","false","1","0"
"17","50","false","3","11"
