"BehaviorSpace results (NetLogo 5.1.0)"
"Simulator.nlogo"
"Evening-Network-4"
"05/22/2015 13:23:40:661 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","the-random-seed","random-seed?","[step]","sum [score] of profiles5"
"4","50","false","0","0"
"4","50","false","1","1"
"4","50","false","2","6"
"4","50","false","3","11"
"5","50","false","0","0"
"4","50","false","4","16"
"4","50","false","5","21"
"3","50","false","0","0"
"2","50","false","0","0"
"4","50","false","6","25"
"4","50","false","7","25"
"5","50","false","1","4"
"4","50","false","8","25"
"4","50","false","9","25"
"2","50","false","1","1"
"3","50","false","1","3"
"5","50","false","2","9"
"5","50","false","3","14"
"4","50","false","10","25"
"2","50","false","2","6"
"3","50","false","2","8"
"6","50","false","0","0"
"3","50","false","3","13"
"5","50","false","4","19"
"2","50","false","3","11"
"8","50","false","0","0"
"5","50","false","5","24"
"3","50","false","4","18"
"2","50","false","4","16"
"5","50","false","6","25"
"3","50","false","5","23"
"2","50","false","5","21"
"3","50","false","6","25"
"5","50","false","7","25"
"2","50","false","6","25"
"6","50","false","1","2"
"3","50","false","7","25"
"5","50","false","8","25"
"2","50","false","7","25"
"8","50","false","1","2"
"6","50","false","2","7"
"3","50","false","8","25"
"5","50","false","9","25"
"2","50","false","8","25"
"6","50","false","3","12"
"3","50","false","9","25"
"5","50","false","10","25"
"2","50","false","9","25"
"8","50","false","2","7"
"3","50","false","10","25"
"2","50","false","10","25"
"7","50","false","0","0"
"8","50","false","3","12"
"8","50","false","4","17"
"8","50","false","5","22"
"8","50","false","6","25"
"6","50","false","4","17"
"8","50","false","7","25"
"7","50","false","1","3"
"6","50","false","5","22"
"8","50","false","8","25"
"7","50","false","2","8"
"6","50","false","6","25"
"8","50","false","9","25"
"7","50","false","3","13"
"6","50","false","7","25"
"7","50","false","4","18"
"8","50","false","10","25"
"6","50","false","8","25"
"7","50","false","5","23"
"1","50","false","0","0"
"6","50","false","9","25"
"6","50","false","10","25"
"1","50","false","1","2"
"1","50","false","2","7"
"1","50","false","3","12"
"7","50","false","6","25"
"1","50","false","4","17"
"7","50","false","7","25"
"1","50","false","5","22"
"1","50","false","6","25"
"1","50","false","7","25"
"7","50","false","8","25"
"7","50","false","9","25"
"1","50","false","8","25"
"7","50","false","10","25"
"1","50","false","9","25"
"1","50","false","10","25"
"9","50","false","0","0"
"9","50","false","1","1"
"9","50","false","2","6"
"9","50","false","3","11"
"9","50","false","4","16"
"9","50","false","5","21"
"9","50","false","6","25"
"9","50","false","7","25"
"9","50","false","8","25"
"9","50","false","9","25"
"9","50","false","10","25"
"11","50","false","0","0"
"10","50","false","0","0"
"11","50","false","1","2"
"10","50","false","1","3"
