"BehaviorSpace results (NetLogo 5.1.0)"
"Simulator.nlogo"
"Complete-Network-4"
"05/22/2015 14:13:47:047 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","the-random-seed","random-seed?","[step]","sum [score] of profiles5"
"8","50","false","0","0"
"8","50","false","1","2"
"8","50","false","2","7"
"8","50","false","3","12"
"8","50","false","4","17"
"8","50","false","5","22"
"8","50","false","6","25"
"8","50","false","7","25"
"8","50","false","8","25"
"8","50","false","9","25"
"8","50","false","10","25"
"7","50","false","0","0"
"6","50","false","0","0"
"7","50","false","1","4"
"6","50","false","1","1"
"7","50","false","2","9"
"7","50","false","3","14"
"6","50","false","2","6"
"7","50","false","4","19"
"6","50","false","3","11"
"7","50","false","5","24"
"6","50","false","4","16"
"6","50","false","5","21"
"7","50","false","6","25"
"6","50","false","6","25"
"7","50","false","7","25"
"6","50","false","7","25"
"7","50","false","8","25"
"6","50","false","8","25"
"7","50","false","9","25"
"6","50","false","9","25"
"7","50","false","10","25"
"4","50","false","0","0"
"6","50","false","10","25"
"4","50","false","1","3"
"3","50","false","0","0"
"4","50","false","2","8"
"2","50","false","0","0"
"4","50","false","3","13"
"5","50","false","0","0"
"4","50","false","4","18"
"4","50","false","5","23"
"4","50","false","6","25"
"4","50","false","7","25"
"4","50","false","8","25"
"2","50","false","1","1"
"3","50","false","1","2"
"4","50","false","9","25"
"2","50","false","2","6"
"4","50","false","10","25"
"5","50","false","1","1"
"2","50","false","3","11"
"3","50","false","2","7"
"3","50","false","3","12"
"2","50","false","4","16"
"3","50","false","4","17"
"2","50","false","5","21"
"5","50","false","2","6"
"5","50","false","3","11"
"3","50","false","5","22"
"2","50","false","6","25"
"5","50","false","4","16"
"3","50","false","6","25"
"2","50","false","7","25"
"5","50","false","5","21"
"3","50","false","7","25"
"2","50","false","8","25"
"5","50","false","6","25"
"2","50","false","9","25"
"3","50","false","8","25"
"5","50","false","7","25"
"2","50","false","10","25"
"3","50","false","9","25"
"5","50","false","8","25"
"3","50","false","10","25"
"5","50","false","9","25"
"5","50","false","10","25"
"1","50","false","0","0"
"1","50","false","1","3"
"1","50","false","2","8"
"1","50","false","3","13"
"1","50","false","4","18"
"1","50","false","5","23"
"1","50","false","6","25"
"1","50","false","7","25"
"1","50","false","8","25"
"1","50","false","9","25"
"1","50","false","10","25"
"9","50","false","0","0"
"9","50","false","1","1"
"9","50","false","2","6"
"9","50","false","3","11"
"9","50","false","4","16"
"9","50","false","5","21"
"9","50","false","6","25"
"9","50","false","7","25"
"9","50","false","8","25"
"9","50","false","9","25"
"9","50","false","10","25"
"13","50","false","0","0"
"13","50","false","1","4"
