"BehaviorSpace results (NetLogo 5.1.0)"
"Simulator.nlogo"
"smaller-netowork-1"
"06/10/2015 14:39:00:137 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","the-random-seed","random-seed?","[step]","[breed] of user","[turns] of user","[turn-payoff] of user","[score] of user"
"26","50","false","7","{breed random-profiles}","2","-1","2"
"26","50","false","8","{breed attack-profiles}","5","3","4"
"26","50","false","9","{breed attack-profiles}","3","2","2"
"26","50","false","10","{breed attack-profiles}","4","0","2"
"26","50","false","11","{breed random-profiles}","1","-1","-1"
"26","50","false","12","{breed attack-profiles}","6","3","7"
"26","50","false","13","{breed attack-profiles}","7","0","7"
"26","50","false","14","{breed attack-profiles}","8","0","7"
"26","50","false","15","{breed attack-profiles}","9","0","7"
"26","50","false","16","{breed attack-profiles}","5","3","5"
"26","50","false","17","{breed attack-profiles}","6","0","5"
"26","50","false","18","{breed attack-profiles}","7","0","5"
"26","50","false","19","{breed random-profiles}","3","-5","-3"
"26","50","false","20","{breed random-profiles}","4","-3","-6"
"26","50","false","21","{breed attack-profiles}","8","7","12"
"26","50","false","22","{breed random-profiles}","5","1","-5"
"26","50","false","23","{breed random-profiles}","2","3","2"
"26","50","false","24","{breed attack-profiles}","10","10","17"
"26","50","false","25","{breed random-profiles}","6","-1","-6"
"26","50","false","26","{breed random-profiles}","3","-1","1"
"26","50","false","27","{breed random-profiles}","7","-1","-7"
"26","50","false","28","{breed random-profiles}","8","3","-4"
"26","50","false","29","{breed random-profiles}","9","-1","-5"
"26","50","false","30","{breed random-profiles}","10","1","-4"
"26","50","false","31","{breed random-profiles}","11","1","-3"
"26","50","false","32","{breed attack-profiles}","11","14","31"
"26","50","false","33","{breed random-profiles}","12","-1","-4"
"26","50","false","34","{breed attack-profiles}","9","18","30"
"26","50","false","35","{breed random-profiles}","4","-1","0"
"26","50","false","36","{breed random-profiles}","13","-1","-5"
"26","50","false","37","{breed attack-profiles}","10","2","32"
"26","50","false","38","{breed random-profiles}","5","3","3"
"26","50","false","39","{breed attack-profiles}","11","1","33"
"26","50","false","40","{breed attack-profiles}","12","4","35"
"26","50","false","41","{breed attack-profiles}","13","0","35"
"26","50","false","42","{breed attack-profiles}","12","0","33"
"26","50","false","43","{breed attack-profiles}","13","0","33"
"26","50","false","44","{breed attack-profiles}","14","0","35"
"26","50","false","45","{breed random-profiles}","14","-2","-7"
"26","50","false","46","{breed random-profiles}","6","1","4"
"26","50","false","47","{breed attack-profiles}","15","2","37"
"26","50","false","48","{breed attack-profiles}","14","2","35"
"26","50","false","49","{breed attack-profiles}","16","0","37"
"26","50","false","50","{breed random-profiles}","7","-5","-1"
"27","50","false","0","{breed attack-profiles}","1","0","0"
"27","50","false","1","{breed attack-profiles}","2","0","0"
"27","50","false","2","{breed random-profiles}","1","-1","-1"
"27","50","false","3","{breed random-profiles}","1","1","1"
"27","50","false","4","{breed random-profiles}","2","-1","0"
"27","50","false","5","{breed attack-profiles}","1","6","6"
"27","50","false","6","{breed random-profiles}","3","-1","-1"
"27","50","false","7","{breed random-profiles}","2","-1","-2"
"27","50","false","8","{breed random-profiles}","3","3","1"
"27","50","false","9","{breed attack-profiles}","3","12","12"
"27","50","false","10","{breed attack-profiles}","4","0","12"
"27","50","false","11","{breed random-profiles}","4","3","2"
"27","50","false","12","{breed random-profiles}","4","-5","-4"
"27","50","false","13","{breed random-profiles}","5","3","-1"
"27","50","false","14","{breed random-profiles}","5","3","5"
"27","50","false","15","{breed attack-profiles}","2","12","18"
"27","50","false","16","{breed attack-profiles}","5","6","18"
"27","50","false","17","{breed random-profiles}","6","-1","-2"
"27","50","false","18","{breed random-profiles}","6","1","6"
"27","50","false","19","{breed attack-profiles}","3","3","21"
"27","50","false","20","{breed attack-profiles}","6","3","21"
"27","50","false","21","{breed random-profiles}","7","-3","3"
"27","50","false","22","{breed random-profiles}","7","-1","-3"
"27","50","false","23","{breed attack-profiles}","7","5","26"
"27","50","false","24","{breed attack-profiles}","8","0","26"
"27","50","false","25","{breed random-profiles}","8","1","4"
"27","50","false","26","{breed attack-profiles}","9","2","28"
"27","50","false","27","{breed random-profiles}","9","-3","1"
"27","50","false","28","{breed random-profiles}","8","-3","-6"
"27","50","false","29","{breed attack-profiles}","4","15","36"
"27","50","false","30","{breed random-profiles}","9","-1","-7"
"27","50","false","31","{breed random-profiles}","10","-5","-4"
"27","50","false","32","{breed random-profiles}","11","-3","-7"
"27","50","false","33","{breed attack-profiles}","5","10","46"
"27","50","false","34","{breed attack-profiles}","10","18","46"
"27","50","false","35","{breed random-profiles}","10","-3","-10"
"27","50","false","36","{breed attack-profiles}","6","2","48"
"27","50","false","37","{breed attack-profiles}","7","0","48"
"27","50","false","38","{breed random-profiles}","12","-3","-10"
"27","50","false","39","{breed random-profiles}","13","0","-10"
"27","50","false","40","{breed attack-profiles}","11","7","53"
"27","50","false","41","{breed random-profiles}","14","-1","-11"
"27","50","false","42","{breed random-profiles}","11","-1","-11"
"27","50","false","43","{breed attack-profiles}","8","7","55"
"27","50","false","44","{breed attack-profiles}","12","2","55"
"27","50","false","45","{breed random-profiles}","15","-2","-13"
"27","50","false","46","{breed random-profiles}","12","-1","-12"
"27","50","false","47","{breed attack-profiles}","9","3","58"
"27","50","false","48","{breed random-profiles}","16","-1","-14"
"27","50","false","49","{breed attack-profiles}","13","4","59"
"27","50","false","50","{breed attack-profiles}","14","0","59"
"28","50","false","0","{breed attack-profiles}","1","0","0"
"28","50","false","1","{breed random-profiles}","1","-1","-1"
"28","50","false","2","{breed attack-profiles}","1","3","3"
"28","50","false","3","{breed attack-profiles}","2","3","3"
"28","50","false","4","{breed attack-profiles}","3","0","3"
"28","50","false","5","{breed attack-profiles}","2","0","3"
"28","50","false","6","{breed attack-profiles}","4","0","3"
"28","50","false","7","{breed random-profiles}","2","-3","-4"
"28","50","false","8","{breed random-profiles}","3","-3","-7"
"28","50","false","9","{breed attack-profiles}","3","6","9"
"28","50","false","10","{breed attack-profiles}","4","0","9"
"28","50","false","11","{breed random-profiles}","4","-3","-10"
"28","50","false","12","{breed random-profiles}","1","1","1"
"28","50","false","13","{breed attack-profiles}","5","4","13"
"28","50","false","14","{breed random-profiles}","5","3","-7"
"28","50","false","15","{breed random-profiles}","6","-1","-8"
"28","50","false","16","{breed attack-profiles}","6","2","15"
"28","50","false","17","{breed attack-profiles}","5","16","19"
"28","50","false","18","{breed random-profiles}","2","-3","-2"
"28","50","false","19","{breed random-profiles}","3","1","-1"
"28","50","false","20","{breed random-profiles}","4","-1","-2"
"28","50","false","21","{breed random-profiles}","5","3","1"
"28","50","false","22","{breed attack-profiles}","6","7","26"
"28","50","false","23","{breed attack-profiles}","7","7","22"
"28","50","false","24","{breed random-profiles}","7","1","-7"
"28","50","false","25","{breed attack-profiles}","8","2","24"
"28","50","false","26","{breed random-profiles}","8","-1","-8"
"28","50","false","27","{breed random-profiles}","6","-3","-2"
"28","50","false","28","{breed attack-profiles}","9","5","29"
"28","50","false","29","{breed attack-profiles}","10","0","29"
"28","50","false","30","{breed random-profiles}","9","1","-7"
"28","50","false","31","{breed random-profiles}","10","-1","-8"
"28","50","false","32","{breed random-profiles}","11","3","-5"
"28","50","false","33","{breed random-profiles}","12","-2","-7"
"28","50","false","34","{breed attack-profiles}","7","15","41"
"28","50","false","35","{breed attack-profiles}","11","6","35"
"28","50","false","36","{breed random-profiles}","7","-1","-3"
"28","50","false","37","{breed attack-profiles}","12","3","38"
"28","50","false","38","{breed random-profiles}","8","-3","-6"
"28","50","false","39","{breed attack-profiles}","8","5","46"
"28","50","false","40","{breed attack-profiles}","9","0","46"
"28","50","false","41","{breed attack-profiles}","10","0","46"
"28","50","false","42","{breed attack-profiles}","13","2","40"
"28","50","false","43","{breed attack-profiles}","14","0","40"
"28","50","false","44","{breed random-profiles}","9","-1","-7"
"28","50","false","45","{breed random-profiles}","13","-4","-11"
"28","50","false","46","{breed random-profiles}","10","3","-4"
"28","50","false","47","{breed random-profiles}","11","-3","-7"
"28","50","false","48","{breed attack-profiles}","15","10","50"
"28","50","false","49","{breed attack-profiles}","11","10","56"
"28","50","false","50","{breed attack-profiles}","12","0","56"
"29","50","false","0","{breed attack-profiles}","1","0","0"
"29","50","false","1","{breed attack-profiles}","1","0","0"
"29","50","false","2","{breed random-profiles}","1","1","1"
"29","50","false","3","{breed random-profiles}","2","-1","0"
"29","50","false","4","{breed attack-profiles}","2","3","3"
"29","50","false","5","{breed attack-profiles}","2","3","3"
"29","50","false","6","{breed attack-profiles}","3","0","3"
"29","50","false","7","{breed random-profiles}","1","3","3"
"29","50","false","8","{breed attack-profiles}","4","1","4"
"29","50","false","9","{breed random-profiles}","3","-3","-3"
"29","50","false","10","{breed random-profiles}","4","3","0"
"29","50","false","11","{breed random-profiles}","5","-1","-1"
"29","50","false","12","{breed random-profiles}","2","-3","0"
"29","50","false","13","{breed random-profiles}","6","1","0"
"29","50","false","14","{breed attack-profiles}","5","12","16"
"29","50","false","15","{breed attack-profiles}","6","0","16"
"29","50","false","16","{breed attack-profiles}","3","13","16"
"29","50","false","17","{breed random-profiles}","7","-1","-1"
"29","50","false","18","{breed attack-profiles}","7","3","19"
"29","50","false","19","{breed random-profiles}","3","-3","-3"
"29","50","false","20","{breed random-profiles}","8","-1","-2"
"29","50","false","21","{breed random-profiles}","4","3","0"
"29","50","false","22","{breed attack-profiles}","4","9","25"
"29","50","false","23","{breed attack-profiles}","8","6","25"
"29","50","false","24","{breed attack-profiles}","9","0","25"
"29","50","false","25","{breed random-profiles}","5","1","1"
"29","50","false","26","{breed attack-profiles}","5","2","27"
"29","50","false","27","{breed attack-profiles}","6","0","27"
"29","50","false","28","{breed random-profiles}","6","-5","-4"
"29","50","false","29","{breed attack-profiles}","10","5","30"
"29","50","false","30","{breed attack-profiles}","7","3","30"
"29","50","false","31","{breed random-profiles}","9","-5","-7"
"29","50","false","32","{breed random-profiles}","7","1","-3"
"29","50","false","33","{breed random-profiles}","10","-1","-8"
"29","50","false","34","{breed attack-profiles}","11","8","38"
"29","50","false","35","{breed random-profiles}","11","1","-7"
"29","50","false","36","{breed random-profiles}","12","-2","-9"
"29","50","false","37","{breed attack-profiles}","12","3","41"
"29","50","false","38","{breed random-profiles}","8","-3","-6"
"29","50","false","39","{breed attack-profiles}","8","17","47"
"29","50","false","40","{breed attack-profiles}","13","2","43"
"29","50","false","41","{breed random-profiles}","9","-3","-9"
"29","50","false","42","{breed attack-profiles}","14","2","45"
"29","50","false","43","{breed attack-profiles}","9","2","49"
"29","50","false","44","{breed random-profiles}","10","-1","-10"
"29","50","false","45","{breed random-profiles}","11","-5","-15"
"29","50","false","46","{breed random-profiles}","13","-5","-14"
"29","50","false","47","{breed random-profiles}","12","1","-14"
"29","50","false","48","{breed random-profiles}","13","0","-14"
"29","50","false","49","{breed random-profiles}","14","0","-14"
"29","50","false","50","{breed random-profiles}","14","0","-14"
"30","50","false","0","{breed random-profiles}","1","1","1"
"30","50","false","1","{breed random-profiles}","1","1","1"
"30","50","false","2","{breed attack-profiles}","1","2","2"
"30","50","false","3","{breed random-profiles}","2","-5","-4"
"30","50","false","4","{breed random-profiles}","2","1","2"
"30","50","false","5","{breed attack-profiles}","2","5","7"
"30","50","false","6","{breed random-profiles}","3","-3","-7"
"30","50","false","7","{breed attack-profiles}","3","2","9"
"30","50","false","8","{breed attack-profiles}","4","0","9"
"30","50","false","9","{breed attack-profiles}","5","0","9"
"30","50","false","10","{breed attack-profiles}","6","0","9"
"30","50","false","11","{breed attack-profiles}","7","0","9"
"30","50","false","12","{breed random-profiles}","4","1","-6"
"30","50","false","13","{breed attack-profiles}","1","13","13"
"30","50","false","14","{breed attack-profiles}","8","2","11"
"30","50","false","15","{breed attack-profiles}","2","0","13"
"30","50","false","16","{breed attack-profiles}","3","0","13"
"30","50","false","17","{breed random-profiles}","3","-3","-1"
"30","50","false","18","{breed attack-profiles}","4","2","15"
"30","50","false","19","{breed attack-profiles}","5","0","15"
"30","50","false","20","{breed attack-profiles}","9","2","13"
"30","50","false","21","{breed random-profiles}","5","-1","-7"
"30","50","false","22","{breed attack-profiles}","6","3","18"
"30","50","false","23","{breed attack-profiles}","7","0","18"
"30","50","false","24","{breed attack-profiles}","8","0","18"
"30","50","false","25","{breed attack-profiles}","10","3","16"
"30","50","false","26","{breed random-profiles}","6","3","-4"
"30","50","false","27","{breed random-profiles}","4","1","0"
"30","50","false","28","{breed random-profiles}","7","1","-3"
"30","50","false","29","{breed random-profiles}","5","1","1"
"30","50","false","30","{breed attack-profiles}","9","5","23"
"30","50","false","31","{breed attack-profiles}","10","0","23"
"30","50","false","32","{breed random-profiles}","6","-3","-2"
"30","50","false","33","{breed random-profiles}","8","-1","-4"
"30","50","false","34","{breed attack-profiles}","11","12","28"
"30","50","false","35","{breed attack-profiles}","12","0","28"
"30","50","false","36","{breed attack-profiles}","13","0","28"
"30","50","false","37","{breed attack-profiles}","14","0","28"
"30","50","false","38","{breed random-profiles}","9","1","-3"
"30","50","false","39","{breed attack-profiles}","11","7","30"
"30","50","false","40","{breed random-profiles}","7","1","-1"
"30","50","false","41","{breed attack-profiles}","12","2","32"
"30","50","false","42","{breed random-profiles}","8","1","0"
"30","50","false","43","{breed random-profiles}","10","-1","-4"
"30","50","false","44","{breed random-profiles}","11","-3","-7"
"30","50","false","45","{breed random-profiles}","9","1","1"
"30","50","false","46","{breed random-profiles}","12","-1","-8"
"30","50","false","47","{breed random-profiles}","10","-5","-4"
"30","50","false","48","{breed random-profiles}","11","-3","-7"
"30","50","false","49","{breed random-profiles}","12","-1","-8"
"30","50","false","50","{breed attack-profiles}","13","22","54"
"31","50","false","0","{breed attack-profiles}","1","0","0"
"31","50","false","1","{breed random-profiles}","1","1","1"
"31","50","false","2","{breed random-profiles}","1","-5","-5"
"31","50","false","3","{breed attack-profiles}","2","5","5"
"31","50","false","4","{breed attack-profiles}","1","5","5"
"31","50","false","5","{breed random-profiles}","2","-1","-6"
"31","50","false","6","{breed attack-profiles}","3","3","8"
"31","50","false","7","{breed random-profiles}","2","-1","0"
"31","50","false","8","{breed attack-profiles}","2","4","9"
"31","50","false","9","{breed attack-profiles}","3","0","9"
"31","50","false","10","{breed attack-profiles}","4","0","9"
"31","50","false","11","{breed random-profiles}","3","1","-5"
"31","50","false","12","{breed random-profiles}","3","3","3"
"31","50","false","13","{breed random-profiles}","4","1","4"
"31","50","false","14","{breed attack-profiles}","4","6","14"
"31","50","false","15","{breed random-profiles}","5","-3","1"
"31","50","false","16","{breed attack-profiles}","5","2","16"
"31","50","false","17","{breed random-profiles}","4","3","-2"
"31","50","false","18","{breed attack-profiles}","6","1","17"
"31","50","false","19","{breed random-profiles}","6","-5","-4"
"31","50","false","20","{breed random-profiles}","7","1","-3"
"31","50","false","21","{breed random-profiles}","5","3","1"
"31","50","false","22","{breed attack-profiles}","7","6","23"
"31","50","false","23","{breed random-profiles}","6","-1","0"
"31","50","false","24","{breed attack-profiles}","5","19","28"
"31","50","false","25","{breed random-profiles}","8","-1","-4"
"31","50","false","26","{breed random-profiles}","9","3","-1"
"31","50","false","27","{breed attack-profiles}","6","2","30"
"31","50","false","28","{breed random-profiles}","7","-3","-3"
"31","50","false","29","{breed attack-profiles}","7","2","32"
"31","50","false","30","{breed random-profiles}","10","-5","-6"
"31","50","false","31","{breed attack-profiles}","8","3","35"
"31","50","false","32","{breed attack-profiles}","8","14","37"
"31","50","false","33","{breed random-profiles}","8","-1","-4"
"31","50","false","34","{breed random-profiles}","11","-1","-7"
"31","50","false","35","{breed attack-profiles}","9","4","41"
"31","50","false","36","{breed random-profiles}","12","-3","-10"
"31","50","false","37","{breed random-profiles}","9","-5","-9"
"31","50","false","38","{breed attack-profiles}","10","7","48"
"31","50","false","39","{breed random-profiles}","13","-3","-13"
"31","50","false","40","{breed attack-profiles}","11","3","51"
"31","50","false","41","{breed attack-profiles}","12","0","51"
"31","50","false","42","{breed random-profiles}","14","0","-13"
"31","50","false","43","{breed attack-profiles}","13","0","51"
"31","50","false","44","{breed random-profiles}","10","-3","-12"
"31","50","false","45","{breed random-profiles}","15","0","-13"
"31","50","false","46","{breed attack-profiles}","14","2","53"
"31","50","false","47","{breed random-profiles}","11","-3","-15"
"31","50","false","48","{breed attack-profiles}","9","24","59"
"31","50","false","49","{breed random-profiles}","12","-1","-16"
"31","50","false","50","{breed random-profiles}","16","-2","-15"
"32","50","false","0","{breed random-profiles}","1","-1","-1"
"32","50","false","1","{breed random-profiles}","1","-1","-1"
"32","50","false","2","{breed attack-profiles}","1","3","3"
"32","50","false","3","{breed random-profiles}","2","-1","-2"
"32","50","false","4","{breed attack-profiles}","1","4","4"
"32","50","false","5","{breed attack-profiles}","2","0","4"
"32","50","false","6","{breed attack-profiles}","3","0","4"
"32","50","false","7","{breed attack-profiles}","2","3","6"
"32","50","false","8","{breed attack-profiles}","3","0","6"
"32","50","false","9","{breed random-profiles}","2","-3","-4"
"32","50","false","10","{breed attack-profiles}","4","2","8"
"32","50","false","11","{breed attack-profiles}","5","0","8"
"32","50","false","12","{breed attack-profiles}","4","2","6"
"32","50","false","13","{breed attack-profiles}","6","0","8"
"32","50","false","14","{breed random-profiles}","3","-1","-5"
"32","50","false","15","{breed attack-profiles}","5","3","9"
"32","50","false","16","{breed random-profiles}","4","-3","-8"
"32","50","false","17","{breed attack-profiles}","7","5","13"
"32","50","false","18","{breed random-profiles}","3","3","1"
"32","50","false","19","{breed random-profiles}","5","-1","-9"
"32","50","false","20","{breed attack-profiles}","6","6","15"
"32","50","false","21","{breed random-profiles}","4","-3","-2"
"32","50","false","22","{breed random-profiles}","5","-1","-3"
"32","50","false","23","{breed random-profiles}","6","3","-6"
"32","50","false","24","{breed attack-profiles}","7","6","21"
"32","50","false","25","{breed random-profiles}","7","3","-3"
"32","50","false","26","{breed random-profiles}","6","-1","-4"
"32","50","false","27","{breed random-profiles}","7","1","-3"
"32","50","false","28","{breed attack-profiles}","8","16","29"
"32","50","false","29","{breed attack-profiles}","9","0","29"
"32","50","false","30","{breed attack-profiles}","10","0","29"
"32","50","false","31","{breed random-profiles}","8","1","-2"
"32","50","false","32","{breed attack-profiles}","8","6","27"
"32","50","false","33","{breed attack-profiles}","9","0","27"
"32","50","false","34","{breed random-profiles}","9","-1","-3"
"32","50","false","35","{breed attack-profiles}","11","3","32"
"32","50","false","36","{breed random-profiles}","10","-3","-6"
"32","50","false","37","{breed random-profiles}","8","-1","-4"
"32","50","false","38","{breed attack-profiles}","10","8","35"
"32","50","false","39","{breed attack-profiles}","11","0","35"
"32","50","false","40","{breed random-profiles}","11","-1","-7"
"32","50","false","41","{breed random-profiles}","9","-3","-7"
"32","50","false","42","{breed random-profiles}","10","-1","-8"
"32","50","false","43","{breed random-profiles}","12","-3","-10"
"32","50","false","44","{breed attack-profiles}","12","12","47"
"32","50","false","45","{breed random-profiles}","13","-1","-11"
"32","50","false","46","{breed random-profiles}","11","-1","-9"
"32","50","false","47","{breed random-profiles}","12","-1","-10"
"32","50","false","48","{breed attack-profiles}","12","26","58"
"32","50","false","49","{breed attack-profiles}","13","0","58"
"32","50","false","50","{breed random-profiles}","13","-2","-12"
"33","50","false","0","{breed random-profiles}","1","-3","-3"
"33","50","false","1","{breed random-profiles}","1","3","3"
"33","50","false","2","{breed attack-profiles}","1","1","1"
"33","50","false","3","{breed attack-profiles}","1","1","1"
"33","50","false","4","{breed random-profiles}","2","1","-2"
"33","50","false","5","{breed attack-profiles}","2","2","3"
"33","50","false","6","{breed attack-profiles}","2","2","3"
"33","50","false","7","{breed random-profiles}","2","1","4"
"33","50","false","8","{breed random-profiles}","3","-1","3"
"33","50","false","9","{breed random-profiles}","4","-1","2"
"33","50","false","10","{breed attack-profiles}","3","6","9"
"33","50","false","11","{breed attack-profiles}","4","0","9"
"33","50","false","12","{breed attack-profiles}","3","6","9"
"33","50","false","13","{breed attack-profiles}","4","0","9"
"33","50","false","14","{breed attack-profiles}","5","0","9"
"33","50","false","15","{breed attack-profiles}","5","0","9"
"33","50","false","16","{breed random-profiles}","5","1","3"
"33","50","false","17","{breed random-profiles}","6","-3","0"
"33","50","false","18","{breed attack-profiles}","6","4","13"
"33","50","false","19","{breed random-profiles}","3","3","1"
"33","50","false","20","{breed random-profiles}","4","-3","-2"
"33","50","false","21","{breed attack-profiles}","7","3","16"
"33","50","false","22","{breed random-profiles}","7","-1","-1"
"33","50","false","23","{breed attack-profiles}","8","3","19"
"33","50","false","24","{breed random-profiles}","8","1","0"
"33","50","false","25","{breed attack-profiles}","9","2","21"
"33","50","false","26","{breed random-profiles}","5","-1","-3"
"33","50","false","27","{breed attack-profiles}","10","3","24"
"33","50","false","28","{breed attack-profiles}","11","0","24"
"33","50","false","29","{breed attack-profiles}","6","17","26"
"33","50","false","30","{breed random-profiles}","6","3","0"
"33","50","false","31","{breed attack-profiles}","7","1","27"
"33","50","false","32","{breed attack-profiles}","8","0","27"
"33","50","false","33","{breed attack-profiles}","12","1","25"
"33","50","false","34","{breed attack-profiles}","13","0","25"
"33","50","false","35","{breed attack-profiles}","9","0","27"
"33","50","false","36","{breed random-profiles}","7","-3","-3"
"33","50","false","37","{breed attack-profiles}","14","2","27"
"33","50","false","38","{breed attack-profiles}","10","2","29"
"33","50","false","39","{breed random-profiles}","9","-3","-3"
"33","50","false","40","{breed attack-profiles}","15","2","29"
"33","50","false","41","{breed random-profiles}","8","-3","-6"
"33","50","false","42","{breed attack-profiles}","16","2","31"
"33","50","false","43","{breed random-profiles}","9","3","-3"
"33","50","false","44","{breed random-profiles}","10","-3","-6"
"33","50","false","45","{breed attack-profiles}","11","11","40"
"33","50","false","46","{breed attack-profiles}","17","3","34"
"33","50","false","47","{breed attack-profiles}","12","0","40"
"33","50","false","48","{breed random-profiles}","11","-3","-9"
"33","50","false","49","{breed attack-profiles}","13","2","42"
"33","50","false","50","{breed attack-profiles}","18","2","36"
"34","50","false","0","{breed random-profiles}","1","3","3"
"34","50","false","1","{breed attack-profiles}","1","0","0"
"34","50","false","2","{breed random-profiles}","1","-1","-1"
"34","50","false","3","{breed random-profiles}","2","1","0"
"34","50","false","4","{breed random-profiles}","2","-1","2"
"34","50","false","5","{breed random-profiles}","3","-1","1"
"34","50","false","6","{breed attack-profiles}","2","9","9"
"34","50","false","7","{breed random-profiles}","3","-3","-3"
"34","50","false","8","{breed random-profiles}","4","-1","-4"
"34","50","false","9","{breed attack-profiles}","3","5","14"
"34","50","false","10","{breed random-profiles}","4","1","2"
"34","50","false","11","{breed attack-profiles}","1","18","18"
"34","50","false","12","{breed attack-profiles}","2","0","18"
"34","50","false","13","{breed random-profiles}","5","3","-1"
"34","50","false","14","{breed attack-profiles}","4","2","16"
"34","50","false","15","{breed attack-profiles}","5","0","16"
"34","50","false","16","{breed attack-profiles}","3","0","18"
"34","50","false","17","{breed random-profiles}","6","-3","-4"
"34","50","false","18","{breed random-profiles}","5","1","3"
"34","50","false","19","{breed attack-profiles}","6","4","20"
"34","50","false","20","{breed random-profiles}","7","1","-3"
"34","50","false","21","{breed attack-profiles}","4","6","24"
"34","50","false","22","{breed attack-profiles}","5","0","24"
"34","50","false","23","{breed attack-profiles}","7","2","22"
"34","50","false","24","{breed random-profiles}","6","-3","0"
"34","50","false","25","{breed attack-profiles}","8","2","24"
"34","50","false","26","{breed attack-profiles}","6","2","26"
"34","50","false","27","{breed random-profiles}","7","-3","-3"
"34","50","false","28","{breed attack-profiles}","9","2","26"
"34","50","false","29","{breed random-profiles}","8","-1","-4"
"34","50","false","30","{breed attack-profiles}","10","3","29"
"34","50","false","31","{breed attack-profiles}","7","5","31"
"34","50","false","32","{breed random-profiles}","8","-3","-6"
"34","50","false","33","{breed random-profiles}","9","-1","-5"
"34","50","false","34","{breed random-profiles}","9","1","-5"
"34","50","false","35","{breed random-profiles}","10","1","-4"
"34","50","false","36","{breed attack-profiles}","8","9","40"
"34","50","false","37","{breed attack-profiles}","9","0","40"
"34","50","false","38","{breed attack-profiles}","10","0","40"
"34","50","false","39","{breed random-profiles}","10","1","-4"
"34","50","false","40","{breed attack-profiles}","11","11","40"
"34","50","false","41","{breed random-profiles}","11","-3","-7"
"34","50","false","42","{breed random-profiles}","12","-3","-10"
"34","50","false","43","{breed random-profiles}","11","-5","-9"
"34","50","false","44","{breed attack-profiles}","11","13","53"
"34","50","false","45","{breed attack-profiles}","12","0","53"
"34","50","false","46","{breed attack-profiles}","13","0","53"
"34","50","false","47","{breed attack-profiles}","12","11","51"
"34","50","false","48","{breed attack-profiles}","13","0","51"
"34","50","false","49","{breed attack-profiles}","14","0","51"
"34","50","false","50","{breed attack-profiles}","15","0","51"
"35","50","false","0","{breed random-profiles}","1","-3","-3"
"35","50","false","1","{breed attack-profiles}","1","0","0"
"35","50","false","2","{breed attack-profiles}","2","0","0"
"35","50","false","3","{breed random-profiles}","2","-3","-6"
"35","50","false","4","{breed random-profiles}","1","-1","-1"
"35","50","false","5","{breed attack-profiles}","3","5","5"
"35","50","false","6","{breed attack-profiles}","1","5","5"
"35","50","false","7","{breed random-profiles}","3","-5","-11"
"35","50","false","8","{breed attack-profiles}","4","3","8"
"35","50","false","9","{breed random-profiles}","4","-1","-12"
"35","50","false","10","{breed random-profiles}","2","-1","-2"
"35","50","false","11","{breed random-profiles}","3","3","1"
"35","50","false","12","{breed random-profiles}","4","-1","0"
"35","50","false","13","{breed attack-profiles}","5","8","16"
"35","50","false","14","{breed random-profiles}","5","1","-11"
"35","50","false","15","{breed random-profiles}","6","1","-10"
"35","50","false","16","{breed random-profiles}","7","-1","-11"
"35","50","false","17","{breed attack-profiles}","2","20","25"
"35","50","false","18","{breed random-profiles}","8","-3","-14"
"35","50","false","19","{breed random-profiles}","5","-3","-3"
"35","50","false","20","{breed random-profiles}","9","3","-11"
"35","50","false","21","{breed random-profiles}","6","-1","-4"
"35","50","false","22","{breed random-profiles}","10","3","-8"
"35","50","false","23","{breed random-profiles}","7","-1","-5"
"35","50","false","24","{breed attack-profiles}","3","13","38"
"35","50","false","25","{breed attack-profiles}","4","0","38"
"35","50","false","26","{breed attack-profiles}","5","0","38"
"35","50","false","27","{breed random-profiles}","11","1","-7"
"35","50","false","28","{breed attack-profiles}","6","2","40"
"35","50","false","29","{breed attack-profiles}","6","22","38"
"35","50","false","30","{breed random-profiles}","8","-1","-6"
"35","50","false","31","{breed attack-profiles}","7","3","43"
"35","50","false","32","{breed random-profiles}","12","-1","-8"
"35","50","false","33","{breed attack-profiles}","7","3","41"
"35","50","false","34","{breed attack-profiles}","8","2","45"
"35","50","false","35","{breed random-profiles}","9","-3","-9"
"35","50","false","36","{breed attack-profiles}","8","2","43"
"35","50","false","37","{breed attack-profiles}","9","2","47"
"35","50","false","38","{breed attack-profiles}","9","0","43"
"35","50","false","39","{breed random-profiles}","13","-3","-11"
"35","50","false","40","{breed random-profiles}","10","3","-6"
"35","50","false","41","{breed random-profiles}","14","0","-11"
"35","50","false","42","{breed random-profiles}","15","0","-11"
"35","50","false","43","{breed random-profiles}","11","-3","-9"
"35","50","false","44","{breed attack-profiles}","10","6","49"
"35","50","false","45","{breed random-profiles}","16","-1","-12"
"35","50","false","46","{breed random-profiles}","12","1","-8"
"35","50","false","47","{breed attack-profiles}","10","9","56"
"35","50","false","48","{breed random-profiles}","13","-3","-11"
"35","50","false","49","{breed attack-profiles}","11","4","53"
"35","50","false","50","{breed random-profiles}","17","-2","-14"
"36","50","false","0","{breed random-profiles}","1","3","3"
"36","50","false","1","{breed attack-profiles}","1","0","0"
"36","50","false","2","{breed attack-profiles}","1","0","0"
"36","50","false","3","{breed attack-profiles}","2","0","0"
"36","50","false","4","{breed attack-profiles}","2","0","0"
