"BehaviorSpace results (NetLogo 5.1.0)"
"Simulator.nlogo"
"smaller-netowork-1"
"06/10/2015 15:15:18:527 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","the-random-seed","random-seed?","[step]","[breed] of user","[turns] of user","[turn-payoff] of user","[score] of user","length [children] of user"
"50","50","false","9","{breed attack-profiles}","3","2","10","2"
"50","50","false","10","{breed random-profiles}","4","-1","-4","1"
"50","50","false","11","{breed random-profiles}","5","1","-3","1"
"50","50","false","12","{breed random-profiles}","3","-1","-1","1"
"50","50","false","13","{breed random-profiles}","6","-3","-6","1"
"50","50","false","14","{breed random-profiles}","7","3","-3","1"
"50","50","false","15","{breed random-profiles}","4","3","2","1"
"50","50","false","16","{breed attack-profiles}","4","12","22","3"
"50","50","false","17","{breed random-profiles}","5","-1","1","1"
"50","50","false","18","{breed attack-profiles}","5","3","25","3"
"50","50","false","19","{breed random-profiles}","8","3","0","1"
"50","50","false","20","{breed attack-profiles}","6","1","26","3"
"50","50","false","21","{breed attack-profiles}","3","18","26","3"
"50","50","false","22","{breed random-profiles}","6","-1","0","1"
"50","50","false","23","{breed random-profiles}","7","1","1","1"
"50","50","false","24","{breed attack-profiles}","7","3","29","4"
"50","50","false","25","{breed random-profiles}","8","-1","0","1"
"50","50","false","26","{breed attack-profiles}","8","3","32","4"
"50","50","false","27","{breed random-profiles}","9","-1","-1","1"
"50","50","false","28","{breed random-profiles}","9","-1","-1","1"
"50","50","false","29","{breed random-profiles}","10","-1","-2","1"
"50","50","false","30","{breed random-profiles}","11","-3","-5","1"
"50","50","false","31","{breed attack-profiles}","9","11","43","5"
"50","50","false","32","{breed random-profiles}","12","-1","-6","1"
"50","50","false","33","{breed random-profiles}","13","0","-6","1"
"50","50","false","34","{breed attack-profiles}","10","1","44","5"
"50","50","false","35","{breed attack-profiles}","11","0","44","5"
"50","50","false","36","{breed attack-profiles}","4","20","46","4"
"50","50","false","37","{breed attack-profiles}","12","0","44","5"
"50","50","false","38","{breed random-profiles}","10","-3","-4","1"
"50","50","false","39","{breed random-profiles}","11","-5","-9","1"
"50","50","false","40","{breed attack-profiles}","13","7","51","6"
"50","50","false","41","{breed attack-profiles}","5","7","53","5"
"50","50","false","42","{breed attack-profiles}","6","0","53","5"
"50","50","false","43","{breed random-profiles}","14","-3","-9","1"
"50","50","false","44","{breed attack-profiles}","7","3","56","5"
"50","50","false","45","{breed attack-profiles}","14","3","54","6"
"50","50","false","46","{breed random-profiles}","12","0","-9","1"
"50","50","false","47","{breed attack-profiles}","15","2","56","6"
"50","50","false","48","{breed random-profiles}","13","0","-9","1"
"50","50","false","49","{breed attack-profiles}","16","0","56","6"
"50","50","false","50","{breed attack-profiles}","8","2","58","5"
"51","50","false","0","{breed random-profiles}","1","-1","-1","1"
"51","50","false","1","{breed random-profiles}","1","1","1","1"
"51","50","false","2","{breed random-profiles}","2","-3","-2","1"
"51","50","false","3","{breed random-profiles}","2","-3","-4","1"
"51","50","false","4","{breed random-profiles}","3","3","-1","1"
"51","50","false","5","{breed random-profiles}","4","1","0","1"
"51","50","false","6","{breed attack-profiles}","1","11","11","2"
"51","50","false","7","{breed random-profiles}","3","1","-1","1"
"51","50","false","8","{breed attack-profiles}","1","13","13","2"
"51","50","false","9","{breed attack-profiles}","2","0","13","2"
"51","50","false","10","{breed attack-profiles}","2","2","13","2"
"51","50","false","11","{breed attack-profiles}","3","0","13","2"
"51","50","false","12","{breed random-profiles}","4","3","2","1"
"51","50","false","13","{breed random-profiles}","5","1","3","1"
"51","50","false","14","{breed attack-profiles}","3","3","16","2"
"51","50","false","15","{breed random-profiles}","6","-1","2","1"
"51","50","false","16","{breed random-profiles}","5","-3","-3","1"
"51","50","false","17","{breed random-profiles}","6","1","-2","1"
"51","50","false","18","{breed attack-profiles}","4","7","23","3"
"51","50","false","19","{breed attack-profiles}","4","10","23","3"
"51","50","false","20","{breed attack-profiles}","5","0","23","3"
"51","50","false","21","{breed random-profiles}","7","1","-1","1"
"51","50","false","22","{breed attack-profiles}","5","2","25","3"
"51","50","false","23","{breed random-profiles}","7","-3","-1","1"
"51","50","false","24","{breed random-profiles}","8","1","0","1"
"51","50","false","25","{breed attack-profiles}","6","4","29","4"
"51","50","false","26","{breed attack-profiles}","6","6","29","4"
"51","50","false","27","{breed attack-profiles}","7","0","29","4"
"51","50","false","28","{breed attack-profiles}","8","0","29","4"
"51","50","false","29","{breed attack-profiles}","7","0","29","4"
"51","50","false","30","{breed random-profiles}","8","-1","-2","1"
"51","50","false","31","{breed random-profiles}","9","-1","-3","1"
"51","50","false","32","{breed attack-profiles}","8","4","33","5"
"51","50","false","33","{breed attack-profiles}","9","4","33","5"
"51","50","false","34","{breed attack-profiles}","10","0","33","5"
"51","50","false","35","{breed attack-profiles}","11","0","33","5"
"51","50","false","36","{breed random-profiles}","10","-1","-4","1"
"51","50","false","37","{breed random-profiles}","9","-5","-5","1"
"51","50","false","38","{breed attack-profiles}","12","6","39","6"
"51","50","false","39","{breed attack-profiles}","9","6","39","6"
"51","50","false","40","{breed random-profiles}","11","-1","-5","1"
"51","50","false","41","{breed attack-profiles}","10","3","42","6"
"51","50","false","42","{breed random-profiles}","10","-1","-6","1"
"51","50","false","43","{breed attack-profiles}","11","3","45","6"
"51","50","false","44","{breed attack-profiles}","13","4","43","7"
"51","50","false","45","{breed attack-profiles}","12","0","45","6"
"51","50","false","46","{breed attack-profiles}","13","0","45","6"
"51","50","false","47","{breed random-profiles}","12","-5","-10","1"
"51","50","false","48","{breed random-profiles}","11","-3","-9","1"
"51","50","false","49","{breed attack-profiles}","14","7","52","7"
"51","50","false","50","{breed attack-profiles}","15","0","52","7"
"52","50","false","0","{breed random-profiles}","1","-3","-3","1"
"52","50","false","1","{breed random-profiles}","1","-1","-1","1"
"52","50","false","2","{breed random-profiles}","2","-3","-4","1"
"52","50","false","3","{breed random-profiles}","2","1","-2","1"
"52","50","false","4","{breed random-profiles}","3","3","1","1"
"52","50","false","5","{breed attack-profiles}","1","8","8","2"
"52","50","false","6","{breed attack-profiles}","2","0","8","2"
"52","50","false","7","{breed random-profiles}","4","1","2","1"
"52","50","false","8","{breed attack-profiles}","1","10","10","2"
"52","50","false","9","{breed attack-profiles}","3","2","10","2"
"52","50","false","10","{breed random-profiles}","5","3","5","1"
"52","50","false","11","{breed attack-profiles}","2","1","11","2"
"52","50","false","12","{breed attack-profiles}","4","1","11","2"
"52","50","false","13","{breed attack-profiles}","3","0","11","2"
"52","50","false","14","{breed attack-profiles}","5","0","11","2"
"52","50","false","15","{breed random-profiles}","3","1","-3","1"
"52","50","false","16","{breed attack-profiles}","6","2","13","2"
"52","50","false","17","{breed random-profiles}","6","-1","4","1"
"52","50","false","18","{breed random-profiles}","7","-1","3","1"
"52","50","false","19","{breed attack-profiles}","7","4","17","3"
"52","50","false","20","{breed attack-profiles}","4","6","17","3"
"52","50","false","21","{breed attack-profiles}","5","0","17","3"
"52","50","false","22","{breed attack-profiles}","8","0","17","3"
"52","50","false","23","{breed attack-profiles}","9","0","17","3"
"52","50","false","24","{breed random-profiles}","4","-1","-4","1"
"52","50","false","25","{breed attack-profiles}","6","3","20","3"
"52","50","false","26","{breed attack-profiles}","10","3","20","3"
"52","50","false","27","{breed random-profiles}","8","-1","2","1"
"52","50","false","28","{breed attack-profiles}","11","3","23","3"
"52","50","false","29","{breed random-profiles}","9","-1","1","1"
"52","50","false","30","{breed attack-profiles}","7","4","24","4"
"52","50","false","31","{breed random-profiles}","10","-3","-2","1"
"52","50","false","32","{breed random-profiles}","11","-3","-5","1"
"52","50","false","33","{breed random-profiles}","5","-1","-5","1"
"52","50","false","34","{breed random-profiles}","12","0","-5","1"
"52","50","false","35","{breed random-profiles}","13","0","-5","1"
"52","50","false","36","{breed attack-profiles}","8","9","33","5"
"52","50","false","37","{breed random-profiles}","14","-1","-6","1"
"52","50","false","38","{breed attack-profiles}","12","13","36","4"
"52","50","false","39","{breed attack-profiles}","9","1","34","5"
"52","50","false","40","{breed random-profiles}","6","1","-4","1"
"52","50","false","41","{breed random-profiles}","15","-1","-7","1"
"52","50","false","42","{breed random-profiles}","16","0","-7","1"
"52","50","false","43","{breed attack-profiles}","10","3","37","5"
"52","50","false","44","{breed attack-profiles}","13","3","39","4"
"52","50","false","45","{breed random-profiles}","17","0","-7","1"
"52","50","false","46","{breed random-profiles}","7","-1","-5","1"
"52","50","false","47","{breed random-profiles}","18","0","-7","1"
"52","50","false","48","{breed attack-profiles}","14","3","42","4"
"52","50","false","49","{breed random-profiles}","8","3","-2","1"
"52","50","false","50","{breed attack-profiles}","15","1","43","4"
"53","50","false","0","{breed random-profiles}","1","-1","-1","1"
"53","50","false","1","{breed attack-profiles}","1","0","0","1"
"53","50","false","2","{breed random-profiles}","1","1","1","1"
"53","50","false","3","{breed random-profiles}","2","3","4","1"
"53","50","false","4","{breed attack-profiles}","1","3","3","1"
"53","50","false","5","{breed attack-profiles}","2","0","3","1"
"53","50","false","6","{breed attack-profiles}","2","3","3","1"
"53","50","false","7","{breed attack-profiles}","3","0","3","1"
"53","50","false","8","{breed random-profiles}","2","1","0","1"
"53","50","false","9","{breed attack-profiles}","3","2","5","1"
"53","50","false","10","{breed random-profiles}","3","1","5","1"
"53","50","false","11","{breed random-profiles}","4","1","6","1"
"53","50","false","12","{breed attack-profiles}","4","4","7","2"
"53","50","false","13","{breed random-profiles}","5","-1","5","1"
"53","50","false","14","{breed attack-profiles}","4","5","10","2"
"53","50","false","15","{breed random-profiles}","6","-3","2","1"
"53","50","false","16","{breed attack-profiles}","5","2","12","3"
"53","50","false","17","{breed random-profiles}","3","-3","-3","1"
"53","50","false","18","{breed random-profiles}","4","1","-2","1"
"53","50","false","19","{breed attack-profiles}","6","4","16","4"
"53","50","false","20","{breed attack-profiles}","5","11","18","3"
"53","50","false","21","{breed attack-profiles}","6","0","18","3"
"53","50","false","22","{breed attack-profiles}","7","0","16","4"
"53","50","false","23","{breed random-profiles}","7","-3","-1","1"
"53","50","false","24","{breed random-profiles}","8","1","0","1"
"53","50","false","25","{breed attack-profiles}","8","4","20","5"
"53","50","false","26","{breed random-profiles}","9","-1","-1","1"
"53","50","false","27","{breed attack-profiles}","9","3","23","5"
"53","50","false","28","{breed attack-profiles}","10","0","23","5"
"53","50","false","29","{breed attack-profiles}","11","0","23","5"
"53","50","false","30","{breed random-profiles}","5","-3","-5","1"
"53","50","false","31","{breed attack-profiles}","12","2","25","6"
"53","50","false","32","{breed attack-profiles}","7","11","29","4"
"53","50","false","33","{breed attack-profiles}","13","0","25","6"
"53","50","false","34","{breed random-profiles}","10","-3","-4","1"
"53","50","false","35","{breed random-profiles}","11","-1","-5","1"
"53","50","false","36","{breed attack-profiles}","14","5","30","7"
"53","50","false","37","{breed random-profiles}","12","-4","-9","1"
"53","50","false","38","{breed random-profiles}","13","0","-9","1"
"53","50","false","39","{breed random-profiles}","6","1","-4","1"
"53","50","false","40","{breed attack-profiles}","8","11","40","5"
"53","50","false","41","{breed random-profiles}","14","-1","-10","1"
"53","50","false","42","{breed random-profiles}","7","1","-3","1"
"53","50","false","43","{breed random-profiles}","15","0","-10","1"
"53","50","false","44","{breed attack-profiles}","15","7","37","8"
"53","50","false","45","{breed attack-profiles}","9","3","43","5"
"53","50","false","46","{breed random-profiles}","16","-1","-11","1"
"53","50","false","47","{breed random-profiles}","17","0","-11","1"
"53","50","false","48","{breed attack-profiles}","10","1","44","5"
"53","50","false","49","{breed attack-profiles}","16","1","38","8"
"53","50","false","50","{breed random-profiles}","18","0","-11","1"
"54","50","false","0","{breed attack-profiles}","1","0","0","1"
"54","50","false","1","{breed random-profiles}","1","-1","-1","1"
"54","50","false","2","{breed attack-profiles}","2","3","3","1"
"54","50","false","3","{breed attack-profiles}","1","3","3","1"
"54","50","false","4","{breed attack-profiles}","3","0","3","1"
"54","50","false","5","{breed random-profiles}","1","1","1","1"
"54","50","false","6","{breed attack-profiles}","4","2","5","1"
"54","50","false","7","{breed random-profiles}","2","3","4","1"
"54","50","false","8","{breed attack-profiles}","5","1","6","1"
"54","50","false","9","{breed attack-profiles}","6","0","6","1"
"54","50","false","10","{breed random-profiles}","2","1","0","1"
"54","50","false","11","{breed random-profiles}","3","-1","-1","1"
"54","50","false","12","{breed attack-profiles}","2","6","9","2"
"54","50","false","13","{breed attack-profiles}","7","3","9","2"
"54","50","false","14","{breed attack-profiles}","8","0","9","2"
"54","50","false","15","{breed random-profiles}","3","3","7","1"
"54","50","false","16","{breed attack-profiles}","9","1","10","2"
"54","50","false","17","{breed random-profiles}","4","-1","6","1"
"54","50","false","18","{breed attack-profiles}","3","2","11","3"
"54","50","false","19","{breed attack-profiles}","4","0","11","3"
"54","50","false","20","{breed random-profiles}","5","-1","5","1"
"54","50","false","21","{breed attack-profiles}","10","4","14","3"
"54","50","false","22","{breed random-profiles}","4","-3","-4","1"
"54","50","false","23","{breed random-profiles}","6","-3","2","1"
"54","50","false","24","{breed attack-profiles}","11","6","20","4"
"54","50","false","25","{breed attack-profiles}","12","0","20","4"
"54","50","false","26","{breed attack-profiles}","5","9","20","4"
"54","50","false","27","{breed random-profiles}","7","-1","1","1"
"54","50","false","28","{breed attack-profiles}","13","3","23","4"
"54","50","false","29","{breed attack-profiles}","6","3","23","4"
"54","50","false","30","{breed random-profiles}","5","-3","-7","1"
"54","50","false","31","{breed random-profiles}","6","-1","-8","1"
"54","50","false","32","{breed random-profiles}","8","-5","-4","1"
"54","50","false","33","{breed attack-profiles}","7","10","33","5"
"54","50","false","34","{breed attack-profiles}","14","10","33","5"
"54","50","false","35","{breed random-profiles}","7","-1","-9","1"
"54","50","false","36","{breed attack-profiles}","15","3","36","5"
"54","50","false","37","{breed random-profiles}","8","-3","-12","1"
"54","50","false","38","{breed attack-profiles}","16","2","38","6"
"54","50","false","39","{breed random-profiles}","9","1","-11","1"
"54","50","false","40","{breed attack-profiles}","17","2","40","6"
"54","50","false","41","{breed random-profiles}","10","-1","-12","1"
"54","50","false","42","{breed attack-profiles}","18","3","43","6"
"54","50","false","43","{breed attack-profiles}","19","0","43","6"
"54","50","false","44","{breed random-profiles}","11","1","-11","1"
"54","50","false","45","{breed attack-profiles}","8","12","45","6"
"54","50","false","46","{breed random-profiles}","9","-1","-5","1"
"54","50","false","47","{breed attack-profiles}","9","3","48","6"
"54","50","false","48","{breed random-profiles}","10","1","-4","1"
"54","50","false","49","{breed attack-profiles}","10","2","50","6"
"54","50","false","50","{breed random-profiles}","12","1","-10","1"
"55","50","false","0","{breed attack-profiles}","1","0","0","1"
"55","50","false","1","{breed random-profiles}","1","-1","-1","1"
"55","50","false","2","{breed random-profiles}","1","3","3","1"
"55","50","false","3","{breed attack-profiles}","2","2","2","2"
"55","50","false","4","{breed random-profiles}","2","-1","-2","1"
"55","50","false","5","{breed attack-profiles}","3","3","5","2"
"55","50","false","6","{breed attack-profiles}","4","0","5","2"
"55","50","false","7","{breed attack-profiles}","1","5","5","2"
"55","50","false","8","{breed attack-profiles}","2","0","5","2"
"55","50","false","9","{breed attack-profiles}","3","0","5","2"
"55","50","false","10","{breed attack-profiles}","4","0","5","2"
"55","50","false","11","{breed attack-profiles}","5","0","5","2"
"55","50","false","12","{breed random-profiles}","3","3","1","1"
"55","50","false","13","{breed random-profiles}","4","-3","-2","1"
"55","50","false","14","{breed attack-profiles}","6","3","8","3"
"55","50","false","15","{breed attack-profiles}","7","0","8","3"
"55","50","false","16","{breed attack-profiles}","5","3","8","3"
"55","50","false","17","{breed random-profiles}","5","-3","-5","1"
"55","50","false","18","{breed random-profiles}","2","-1","2","1"
"55","50","false","19","{breed random-profiles}","6","3","-2","1"
"55","50","false","20","{breed random-profiles}","7","-5","-7","1"
"55","50","false","21","{breed attack-profiles}","8","11","19","4"
"55","50","false","22","{breed attack-profiles}","9","0","19","4"
"55","50","false","23","{breed random-profiles}","8","1","-6","1"
"55","50","false","24","{breed attack-profiles}","10","2","21","4"
"55","50","false","25","{breed attack-profiles}","11","0","21","4"
"55","50","false","26","{breed attack-profiles}","6","13","21","4"
"55","50","false","27","{breed random-profiles}","3","1","3","1"
"55","50","false","28","{breed random-profiles}","9","1","-5","1"
"55","50","false","29","{breed random-profiles}","10","-1","-6","1"
"55","50","false","30","{breed attack-profiles}","7","5","26","5"
"55","50","false","31","{breed attack-profiles}","8","0","26","5"
"55","50","false","32","{breed random-profiles}","11","1","-5","1"
"55","50","false","33","{breed attack-profiles}","12","7","28","5"
"55","50","false","34","{breed random-profiles}","12","-3","-8","1"
"55","50","false","35","{breed random-profiles}","4","-3","0","1"
"55","50","false","36","{breed random-profiles}","13","0","-8","1"
"55","50","false","37","{breed attack-profiles}","13","5","33","6"
"55","50","false","38","{breed attack-profiles}","14","0","33","6"
"55","50","false","39","{breed random-profiles}","5","-1","-1","1"
"55","50","false","40","{breed attack-profiles}","9","10","36","6"
"55","50","false","41","{breed random-profiles}","6","-1","-2","1"
"55","50","false","42","{breed attack-profiles}","15","4","37","7"
"55","50","false","43","{breed random-profiles}","14","-3","-11","1"
"55","50","false","44","{breed random-profiles}","7","1","-1","1"
"55","50","false","45","{breed random-profiles}","15","0","-11","1"
"55","50","false","46","{breed random-profiles}","8","-3","-4","1"
"55","50","false","47","{breed random-profiles}","16","0","-11","1"
"55","50","false","48","{breed attack-profiles}","16","7","44","8"
"55","50","false","49","{breed random-profiles}","17","-1","-12","1"
"55","50","false","50","{breed random-profiles}","18","0","-12","1"
"56","50","false","0","{breed attack-profiles}","1","0","0","1"
"56","50","false","1","{breed attack-profiles}","2","0","0","1"
"56","50","false","2","{breed random-profiles}","1","-1","-1","1"
"56","50","false","3","{breed random-profiles}","2","3","2","1"
"56","50","false","4","{breed random-profiles}","3","1","3","1"
"56","50","false","5","{breed attack-profiles}","1","4","4","2"
"56","50","false","6","{breed attack-profiles}","2","0","4","2"
"56","50","false","7","{breed attack-profiles}","3","4","4","2"
"56","50","false","8","{breed random-profiles}","1","-1","-1","1"
"56","50","false","9","{breed random-profiles}","2","3","2","1"
"56","50","false","10","{breed random-profiles}","4","-1","2","1"
"56","50","false","11","{breed attack-profiles}","3","5","9","3"
"56","50","false","12","{breed random-profiles}","5","3","5","1"
"56","50","false","13","{breed attack-profiles}","4","1","10","3"
"56","50","false","14","{breed attack-profiles}","4","6","10","3"
"56","50","false","15","{breed random-profiles}","3","-1","1","1"
"56","50","false","16","{breed random-profiles}","6","-1","4","1"
"56","50","false","17","{breed random-profiles}","4","1","2","1"
"56","50","false","18","{breed attack-profiles}","5","6","16","4"
"56","50","false","19","{breed random-profiles}","7","-3","1","1"
"56","50","false","20","{breed random-profiles}","8","-1","0","1"
"56","50","false","21","{breed random-profiles}","5","3","5","1"
"56","50","false","22","{breed random-profiles}","6","-5","0","1"
"56","50","false","23","{breed random-profiles}","9","-1","-1","1"
"56","50","false","24","{breed attack-profiles}","5","22","32","4"
"56","50","false","25","{breed attack-profiles}","6","14","30","5"
"56","50","false","26","{breed random-profiles}","7","-1","-1","1"
"56","50","false","27","{breed random-profiles}","8","1","0","1"
"56","50","false","28","{breed random-profiles}","10","-3","-4","1"
"56","50","false","29","{breed attack-profiles}","6","7","39","5"
"56","50","false","30","{breed random-profiles}","9","-3","-3","1"
"56","50","false","31","{breed random-profiles}","10","-3","-6","1"
"56","50","false","32","{breed attack-profiles}","7","15","45","6"
"56","50","false","33","{breed attack-profiles}","8","0","45","6"
"56","50","false","34","{breed attack-profiles}","7","6","45","6"
"56","50","false","35","{breed attack-profiles}","9","0","45","6"
"56","50","false","36","{breed random-profiles}","11","-1","-7","1"
"56","50","false","37","{breed attack-profiles}","8","3","48","6"
"56","50","false","38","{breed random-profiles}","11","-3","-7","1"
"56","50","false","39","{breed random-profiles}","12","-3","-10","1"
"56","50","false","40","{breed attack-profiles}","10","9","54","7"
"56","50","false","41","{breed random-profiles}","13","-1","-11","1"
"56","50","false","42","{breed attack-profiles}","11","1","55","7"
"56","50","false","43","{breed attack-profiles}","12","0","55","7"
"56","50","false","44","{breed random-profiles}","12","-5","-12","1"
"56","50","false","45","{breed attack-profiles}","13","3","58","8"
"56","50","false","46","{breed random-profiles}","14","-1","-12","1"
"56","50","false","47","{breed random-profiles}","13","0","-12","1"
"56","50","false","48","{breed random-profiles}","15","0","-12","1"
"56","50","false","49","{breed random-profiles}","16","0","-12","1"
"56","50","false","50","{breed random-profiles}","17","0","-12","1"
"57","50","false","0","{breed attack-profiles}","1","0","0","1"
"57","50","false","1","{breed random-profiles}","1","1","1","1"
"57","50","false","2","{breed attack-profiles}","2","2","2","1"
"57","50","false","3","{breed random-profiles}","2","-3","-2","1"
"57","50","false","4","{breed random-profiles}","1","1","1","1"
"57","50","false","5","{breed random-profiles}","2","-1","0","1"
"57","50","false","6","{breed attack-profiles}","3","7","9","2"
"57","50","false","7","{breed attack-profiles}","4","0","9","2"
"57","50","false","8","{breed attack-profiles}","1","9","9","2"
"57","50","false","9","{breed attack-profiles}","2","0","9","2"
"57","50","false","10","{breed random-profiles}","3","-3","-3","1"
"57","50","false","11","{breed attack-profiles}","5","2","11","3"
"57","50","false","12","{breed random-profiles}","4","3","0","1"
"57","50","false","13","{breed attack-profiles}","6","1","12","3"
"57","50","false","14","{breed attack-profiles}","3","3","12","3"
"57","50","false","15","{breed attack-profiles}","7","0","12","3"
"57","50","false","16","{breed attack-profiles}","4","0","12","3"
"57","50","false","17","{breed random-profiles}","5","-1","-1","1"
"57","50","false","18","{breed attack-profiles}","5","3","15","3"
"57","50","false","19","{breed attack-profiles}","6","0","15","3"
"57","50","false","20","{breed attack-profiles}","7","0","15","3"
"57","50","false","21","{breed random-profiles}","3","-5","-7","1"
"57","50","false","22","{breed attack-profiles}","8","3","18","4"
"57","50","false","23","{breed random-profiles}","4","1","-6","1"
"57","50","false","24","{breed random-profiles}","6","-3","-4","1"
"57","50","false","25","{breed attack-profiles}","8","12","24","4"
"57","50","false","26","{breed random-profiles}","5","1","-5","1"
"57","50","false","27","{breed random-profiles}","7","-3","-7","1"
"57","50","false","28","{breed attack-profiles}","9","4","28","5"
"57","50","false","29","{breed random-profiles}","6","1","-4","1"
"57","50","false","30","{breed attack-profiles}","9","12","30","5"
"57","50","false","31","{breed attack-profiles}","10","2","30","5"
"57","50","false","32","{breed random-profiles}","7","1","-3","1"
"57","50","false","33","{breed attack-profiles}","10","2","32","5"
"57","50","false","34","{breed random-profiles}","8","-1","-8","1"
"57","50","false","35","{breed random-profiles}","8","-3","-6","1"
"57","50","false","36","{breed random-profiles}","9","3","-5","1"
"57","50","false","37","{breed attack-profiles}","11","8","38","6"
"57","50","false","38","{breed random-profiles}","10","-1","-6","1"
"57","50","false","39","{breed random-profiles}","9","3","-3","1"
"57","50","false","40","{breed random-profiles}","10","-1","-4","1"
"57","50","false","41","{breed attack-profiles}","12","5","43","7"
"57","50","false","42","{breed attack-profiles}","11","13","45","6"
"57","50","false","43","{breed attack-profiles}","13","0","43","7"
"57","50","false","44","{breed attack-profiles}","14","0","43","7"
"57","50","false","45","{breed random-profiles}","11","-1","-7","1"
"57","50","false","46","{breed attack-profiles}","12","3","48","6"
"57","50","false","47","{breed attack-profiles}","15","3","46","7"
"57","50","false","48","{breed random-profiles}","12","-3","-10","1"
"57","50","false","49","{breed random-profiles}","11","-3","-7","1"
"57","50","false","50","{breed random-profiles}","12","-3","-10","1"
"58","50","false","0","{breed random-profiles}","1","1","1","1"
"58","50","false","1","{breed random-profiles}","2","3","4","1"
"58","50","false","2","{breed attack-profiles}","1","1","1","1"
"58","50","false","3","{breed attack-profiles}","2","0","1","1"
"58","50","false","4","{breed random-profiles}","3","-1","3","1"
"58","50","false","5","{breed random-profiles}","1","-1","-1","1"
"58","50","false","6","{breed random-profiles}","2","3","2","1"
"58","50","false","7","{breed random-profiles}","3","1","3","1"
"58","50","false","8","{breed random-profiles}","4","1","4","1"
"58","50","false","9","{breed random-profiles}","4","1","4","1"
"58","50","false","10","{breed random-profiles}","5","-1","3","1"
"58","50","false","11","{breed attack-profiles}","3","14","15","2"
"58","50","false","12","{breed attack-profiles}","4","0","15","2"
"58","50","false","13","{breed attack-profiles}","1","15","15","2"
"58","50","false","14","{breed attack-profiles}","5","0","15","2"
"58","50","false","15","{breed random-profiles}","5","-5","-1","1"
"58","50","false","16","{breed attack-profiles}","2","3","18","3"
"58","50","false","17","{breed attack-profiles}","6","3","18","3"
"58","50","false","18","{breed attack-profiles}","7","0","18","3"
"58","50","false","19","{breed random-profiles}","6","3","6","1"
"58","50","false","20","{breed random-profiles}","7","-5","1","1"
"58","50","false","21","{breed random-profiles}","8","-1","0","1"
"58","50","false","22","{breed attack-profiles}","3","7","25","4"
"58","50","false","23","{breed attack-profiles}","4","0","25","4"
"58","50","false","24","{breed attack-profiles}","5","0","25","4"
"58","50","false","25","{breed random-profiles}","6","-1","-2","1"
"58","50","false","26","{breed attack-profiles}","8","10","28","4"
"58","50","false","27","{breed random-profiles}","9","-1","-1","1"
"58","50","false","28","{breed attack-profiles}","6","4","29","5"
"58","50","false","29","{breed random-profiles}","7","-1","-3","1"
"58","50","false","30","{breed random-profiles}","10","-3","-4","1"
"58","50","false","31","{breed random-profiles}","8","1","-2","1"
"58","50","false","32","{breed random-profiles}","11","-1","-5","1"
"58","50","false","33","{breed attack-profiles}","7","10","39","6"
"58","50","false","34","{breed attack-profiles}","9","13","41","5"
"58","50","false","35","{breed random-profiles}","12","-4","-9","1"
"58","50","false","36","{breed attack-profiles}","8","2","41","7"
"58","50","false","37","{breed attack-profiles}","9","0","41","7"
"58","50","false","38","{breed random-profiles}","9","-3","-5","1"
"58","50","false","39","{breed attack-profiles}","10","6","47","6"
"58","50","false","40","{breed random-profiles}","10","-3","-8","1"
"58","50","false","41","{breed random-profiles}","11","1","-7","1"
"58","50","false","42","{breed attack-profiles}","10","8","49","8"
"58","50","false","43","{breed attack-profiles}","11","4","51","7"
"58","50","false","44","{breed attack-profiles}","11","0","49","8"
"58","50","false","45","{breed attack-profiles}","12","0","49","8"
"58","50","false","46","{breed attack-profiles}","13","0","49","8"
"58","50","false","47","{breed random-profiles}","13","-4","-13","1"
"58","50","false","48","{breed attack-profiles}","12","2","53","8"
"58","50","false","49","{breed attack-profiles}","14","2","51","9"
"58","50","false","50","{breed attack-profiles}","13","0","53","8"
"59","50","false","0","{breed attack-profiles}","1","0","0","1"
"59","50","false","1","{breed random-profiles}","1","1","1","1"
"59","50","false","2","{breed random-profiles}","1","1","1","1"
"59","50","false","3","{breed attack-profiles}","1","2","2","2"
"59","50","false","4","{breed random-profiles}","2","1","2","1"
"59","50","false","5","{breed random-profiles}","2","-3","-2","1"
"59","50","false","6","{breed random-profiles}","3","-1","-3","1"
"59","50","false","7","{breed random-profiles}","4","-1","-4","1"
"59","50","false","8","{breed random-profiles}","3","-3","-1","1"
"59","50","false","9","{breed attack-profiles}","2","18","18","2"
"59","50","false","10","{breed random-profiles}","5","3","-1","2"
"59","50","false","11","{breed attack-profiles}","2","14","16","3"
"59","50","false","12","{breed attack-profiles}","3","0","16","3"
"59","50","false","13","{breed random-profiles}","6","-1","-2","2"
"59","50","false","14","{breed attack-profiles}","4","3","19","3"
"59","50","false","15","{breed attack-profiles}","3","3","21","2"
"59","50","false","16","{breed attack-profiles}","5","0","19","3"
"59","50","false","17","{breed attack-profiles}","6","0","19","3"
"59","50","false","18","{breed random-profiles}","4","-1","-2","1"
"59","50","false","19","{breed random-profiles}","5","-1","-3","1"
"59","50","false","20","{breed random-profiles}","7","-1","-3","2"
"59","50","false","21","{breed attack-profiles}","4","7","28","3"
"59","50","false","22","{breed random-profiles}","8","1","-2","2"
"59","50","false","23","{breed random-profiles}","6","1","-2","1"
